job1: (g=0): rw=read, bs=(R) 128KiB-128KiB, (W) 128KiB-128KiB, (T) 128KiB-128KiB, ioengine=libaio, iodepth=8
fio-3.16
Starting 1 thread
Jobs: 1 (f=1)Jobs: 1 (f=1)Jobs: 1 (f=1): [R(1)][1.0%][r=3389MiB/s][r=27.1k IOPS][eta 04m:56s]
Jobs: 1 (f=1): [R(1)][1.4%][r=3407MiB/s][r=27.3k IOPS][eta 04m:52s]Jobs: 1 (f=1): [R(1)][1.7%][r=3404MiB/s][r=27.2k IOPS][eta 04m:49s] 
Jobs: 1 (f=1): [R(1)][2.4%][r=3406MiB/s][r=27.2k IOPS][eta 04m:47s]Jobs: 1 (f=1): [R(1)][2.4%][r=3385MiB/s][r=27.1k IOPS][eta 04m:45s] 
Jobs: 1 (f=1): [R(1)][2.7%][r=3396MiB/s][r=27.2k IOPS][eta 04m:43s]Jobs: 1 (f=1): [R(1)][3.1%][r=3383MiB/s][r=27.1k IOPS][eta 04m:42s] 
Jobs: 1 (f=1): [R(1)][3.8%][r=3383MiB/s][r=27.1k IOPS][eta 04m:41s]Jobs: 1 (f=1): [R(1)][3.8%][r=3378MiB/s][r=27.0k IOPS][eta 04m:40s] 
Jobs: 1 (f=1): [R(1)][4.5%][r=3384MiB/s][r=27.1k IOPS][eta 04m:38s]Jobs: 1 (f=1): [R(1)][4.5%][r=3393MiB/s][r=27.1k IOPS][eta 04m:37s] 
Jobs: 1 (f=1): [R(1)][4.8%][r=3377MiB/s][r=27.0k IOPS][eta 04m:36s]Jobs: 1 (f=1): [R(1)][5.2%][r=3375MiB/s][r=26.0k IOPS][eta 04m:35s] 
Jobs: 1 (f=1): [R(1)][5.5%][r=3387MiB/s][r=27.1k IOPS][eta 04m:34s]Jobs: 1 (f=1): [R(1)][5.9%][r=3380MiB/s][r=27.0k IOPS][eta 04m:33s] 
Jobs: 1 (f=1): [R(1)][6.2%][r=3380MiB/s][r=27.0k IOPS][eta 04m:32s]Jobs: 1 (f=1): [R(1)][6.6%][r=3375MiB/s][r=26.0k IOPS][eta 04m:31s] 
Jobs: 1 (f=1): [R(1)][6.9%][r=3379MiB/s][r=27.0k IOPS][eta 04m:30s]Jobs: 1 (f=1): [R(1)][7.2%][r=3391MiB/s][r=27.1k IOPS][eta 04m:29s] 
Jobs: 1 (f=1): [R(1)][7.6%][r=3369MiB/s][r=26.9k IOPS][eta 04m:28s]Jobs: 1 (f=1): [R(1)][7.9%][r=3375MiB/s][r=27.0k IOPS][eta 04m:27s] 
Jobs: 1 (f=1): [R(1)][8.3%][r=3376MiB/s][r=27.0k IOPS][eta 04m:26s]Jobs: 1 (f=1): [R(1)][8.7%][r=3388MiB/s][r=27.1k IOPS][eta 04m:24s] 
Jobs: 1 (f=1): [R(1)][9.0%][r=3397MiB/s][r=27.2k IOPS][eta 04m:23s]Jobs: 1 (f=1): [R(1)][9.3%][r=3392MiB/s][r=27.1k IOPS][eta 04m:22s] 
