PF,12.2,50.1,80.17,90.0,91.0,93.0,102.0,212.0,449.0,3523.0
PF,23.8,3119.0,332.6,338.0,367.0,515.0,603.0,848.0,922.0,979.0
PF,12.2,50.1,80.17,90.0,91.0,93.0,102.0,212.0,449.0,3523.0
